id	unitCode	title	record_ID	metadata_usage	data_source	object_type	Date
edanmdm-nmah_1390797	NMAH	earrings, pair	nmah_1390797	{'access': 'CC0'}	National Museum of American History	['Earrings', 'earrings, pair', 'Jewelry']	ca 2008
edanmdm-nmah_1390145	NMAH	Walter Hussey and Ladies	nmah_1390145	{'access': 'CC0'}	National Museum of American History	['glass negative', 'Photographs']	1885-1910
edanmdm-nmah_1400252	NMAH	The Berrys	nmah_1400252	{'access': 'CC0'}	National Museum of American History	['Drawings']	11/10/1943
edanmdm-nmah_846556	NMAH	Ball Bearing	nmah_846556	{'access': 'CC0'}	National Museum of American History	['bearing']	
edanmdm-nmah_879702	NMAH	board drop hammer	nmah_879702	{'access': 'CC0'}	National Museum of American History	['Board Drop Hammer']	
edanmdm-nmah_1387688	NMAH	phonorecord	nmah_1387688	{'access': 'CC0'}	National Museum of American History	['Phonograph records']	circa 1890
edanmdm-nmah_852755	NMAH	sound recording	nmah_852755	{'access': 'CC0'}	National Museum of American History	['Phonograph records', 'Sound recordings']	
edanmdm-nmah_852088	NMAH	clock	nmah_852088	{'access': 'CC0'}	National Museum of American History	['Clock; Mechanical, Weight-Driven; Shelf Clock', 'Clocks']	
edanmdm-nmah_1071780	NMAH	Platter-Pak	nmah_1071780	{'access': 'CC0'}	National Museum of American History	['Base, Phonorecord; 45 Rpm', 'Base, Phonorecord', 'Boxes (containers)']	
edanmdm-nmah_1111168	NMAH	stamp	nmah_1111168	{'access': 'CC0'}	National Museum of American History	['Stamp']	
edanmdm-nmah_688202	NMAH	Multi-Color Sex Patches	nmah_688202	{'access': 'CC0'}	National Museum of American History	['novelty, sexual', 'Novelty, Sexual']	
edanmdm-nmah_1065109	NMAH	pitcher	nmah_1065109	{'access': 'CC0'}	National Museum of American History	['Pitchers (vessels)', 'Pitcher; Commemorative']	1876 05 10 / 1876 05 10, 1876 11 10 / 1876 11 10
edanmdm-nmah_1561918	NMAH	certified proof	nmah_1561918	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1562150	NMAH	certified proof	nmah_1562150	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1562710	NMAH	certified proof	nmah_1562710	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1562830	NMAH	certified proof	nmah_1562830	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1563713	NMAH	certified proof	nmah_1563713	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1563878	NMAH	certified proof	nmah_1563878	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1564325	NMAH	certified proof	nmah_1564325	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1564950	NMAH	certified proof	nmah_1564950	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1571815	NMAH	certified proof	nmah_1571815	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1572287	NMAH	certified proof	nmah_1572287	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1572541	NMAH	certified proof	nmah_1572541	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1572621	NMAH	certified proof	nmah_1572621	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1574325	NMAH	certified proof	nmah_1574325	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1575513	NMAH	certified proof	nmah_1575513	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1575632	NMAH	certified proof	nmah_1575632	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1575635	NMAH	certified proof	nmah_1575635	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1299767	NMAH	Use Dr. Tobias' Venetian Liniment, Warranted the Best in the World	nmah_1299767	{'access': 'CC0'}	National Museum of American History	['Sign, Promotional', 'advertising device, sign']	after 1850
edanmdm-nmah_895277	NMAH	cuffs (pair)	nmah_895277	{'access': 'CC0'}	National Museum of American History	['Cuffs (Pair)']	1926-1929
edanmdm-nmah_1105020	NMAH	mask, anethesia	nmah_1105020	{'access': 'CC0'}	National Museum of American History	['mask, nebulizer', 'mask, anethesiaq', 'mask, anethesia', 'Mask, Nebulizer']	
edanmdm-nmah_1110449	NMAH	Medal	nmah_1110449	{'access': 'CC0'}	National Museum of American History	['Medal; Commemorative & Association Items', 'Medals']	1909 01 01+ / 1909 01 01+, 1909 12 31- / 1909 12 31-
edanmdm-nmah_1590959	NMAH	ink bottle	nmah_1590959	{'access': 'CC0'}	National Museum of American History	['Ink bottles']	
edanmdm-nmah_1449611	NMAH	B & T Rosol Talcum Powder	nmah_1449611	{'access': 'CC0'}	National Museum of American History	['personal hygiene product', 'powder, body and baby']	
edanmdm-nmah_1090798	NMAH	Leptandra Virg., 6X	nmah_1090798	{'access': 'CC0'}	National Museum of American History	['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Liquid']	1975
edanmdm-nmah_1090807	NMAH	Mercur. Iod. Rub., 6.	nmah_1090807	{'access': 'CC0'}	National Museum of American History	['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Liquid']	1975
edanmdm-nmah_1132262	NMAH	Combination Tablets	nmah_1132262	{'access': 'CC0'}	National Museum of American History	['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Tablet Triturates']	1975
edanmdm-nmah_1067511	NMAH	Ferrum Met., 2X	nmah_1067511	{'access': 'CC0'}	National Museum of American History	['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Triturate Tablets']	1975
edanmdm-nmah_1144802	NMAH	display bottle holder with stand	nmah_1144802	{'access': 'CC0'}	National Museum of American History	['Display Bottle Holder with Stand; Display Device; Furniture, Pharmacy; Furnishings', 'Display Bottle Holder with Stand']	1975
edanmdm-nmah_1144803	NMAH	display bottle holder with stand	nmah_1144803	{'access': 'CC0'}	National Museum of American History	['Display Bottle Holder with Stand; Display Device; Furniture, Pharmacy; Furnishings', 'Display Bottle Holder with Stand']	1975
edanmdm-nmah_687899	NMAH	AC. TARTAR.	nmah_687899	{'access': 'CC0'}	National Museum of American History	['Bottle; Containers', 'Bottles']	
edanmdm-nmah_687951	NMAH	pestle	nmah_687951	{'access': 'CC0'}	National Museum of American History	['Pestle; Manufacturing And Dispensing Equipment', 'Pestles']	
edanmdm-nmah_725341	NMAH	Dr. Lyon's Tooth Powder	nmah_725341	{'access': 'CC0'}	National Museum of American History	['tooth powder', 'oral hygiene product', 'Dentistry']	
edanmdm-nmah_1114772	NMAH	spectacles	nmah_1114772	{'access': 'CC0'}	National Museum of American History	['Spectacles; Vision Aids; Chinese', 'Spectacles']	
edanmdm-nmah_874883	NMAH	Sarracenia Purpurea	nmah_874883	{'access': 'CC0'}	National Museum of American History	['Crude Drug; Materia Medica; Drugs; Vegetable', 'Crude Drug']	
edanmdm-nmah_734391	NMAH	bandages, medicated	nmah_734391	{'access': 'CC0'}	National Museum of American History	['Bandages, Medicated']	ca 1931
edanmdm-nmah_1427776	NMAH	Ephedrine Sulfate, .05Gm, 1 cc.	nmah_1427776	{'access': 'CC0'}	National Museum of American History	['pharmaceutical']	
edanmdm-nmah_717283	NMAH	Squill U.S.P., Fluid Extract	nmah_717283	{'access': 'CC0'}	National Museum of American History	['pharmaceutical', 'Squill U.S.P., Fluid Extract', 'Squill U.S.P., Fluid Extract; Pharmaceuticals; Drugs; Liquid']	1933
edanmdm-nmah_874348	NMAH	Peach Kernels Oil	nmah_874348	{'access': 'CC0'}	National Museum of American History	['Crude Drug; Materia Medica; Drugs; Vegetable; Liquid', 'Crude Drug']	
edanmdm-nmah_724640	NMAH	Calital	nmah_724640	{'access': 'CC0'}	National Museum of American History	['Medicine', 'pharmaceutical', 'Calital; Patent Medicines; Drugs', 'Calital']	
